,ColCode,ColDescr,ColType,DataValue,NoteRef,RowCode,RowDescr,RowType,TableID,Year
4324,21,Mining,Industry,151407,47,V003,Gross operating surplus,Commodity,47,2005
4325,81,"Other services, except government",Industry,110618,47,V003,Gross operating surplus,Commodity,47,2005
4326,23,Construction,Industry,286404,47,V003,Gross operating surplus,Commodity,47,2005
4327,22,Utilities,Industry,98548,47,V003,Gross operating surplus,Commodity,47,2005
4328,42,Wholesale trade,Industry,229312,47,V003,Gross operating surplus,Commodity,47,2005
4329,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,1792538,47,V003,Gross operating surplus,Commodity,47,2005
4330,51,Information,Industry,358583,47,V003,Gross operating surplus,Commodity,47,2005
4331,48TW,Transportation and warehousing,Industry,120539,47,V003,Gross operating surplus,Commodity,47,2005
4332,TOTII,Total Intermediate,Industry,5122191,47,V003,Gross operating surplus,Commodity,47,2005
4333,31G,Manufacturing,Industry,732412,47,V003,Gross operating surplus,Commodity,47,2005
4334,44RT,Retail trade,Industry,179092,47,V003,Gross operating surplus,Commodity,47,2005
4335,6,"Educational services, health care, and social assistance",Industry,114870,47,V003,Gross operating surplus,Commodity,47,2005
4336,11,"Agriculture, forestry, fishing, and hunting",Industry,108990,47,V003,Gross operating surplus,Commodity,47,2005
4337,G,Government,Industry,298879,47,V003,Gross operating surplus,Commodity,47,2005
4338,81,"Other services, except government",Industry,55,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4339,23,Construction,Industry,1722,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4340,F010,Personal consumption expenditures,Industry,59279,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4341,21,Mining,Industry,123,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4342,22,Utilities,Industry,0,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4343,51,Information,Industry,1,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4344,42,Wholesale trade,Industry,23,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4345,44RT,Retail trade,Industry,1329,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4346,F050,Imports of goods and services,Industry,-34847,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4347,TOTII,Total Intermediate,Industry,254175,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4348,TOTCOMOUT,Total Commodity Output,Industry,305250,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4349,TOTFU,Total Final Uses (GDP),Industry,51075,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4350,F040,Exports of goods and services,Industry,28943,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4351,F030,Change in private inventories,Industry,-2301,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4352,31G,Manufacturing,Industry,179084,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4353,48TW,Transportation and warehousing,Industry,47,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4354,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,4,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4355,PROF,Professional and business services,Industry,963,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4356,11,"Agriculture, forestry, fishing, and hunting",Industry,65369,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4357,6,"Educational services, health care, and social assistance",Industry,422,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4358,G,Government,Industry,-523,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4359,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,5556,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2006
4360,21,Mining,Industry,53390,47,21,Mining,Commodity,47,2006
4361,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,1011,47,21,Mining,Commodity,47,2006
4362,PROF,Professional and business services,Industry,1084,47,21,Mining,Commodity,47,2006
4363,81,"Other services, except government",Industry,484,47,21,Mining,Commodity,47,2006
4364,23,Construction,Industry,14336,47,21,Mining,Commodity,47,2006
4365,22,Utilities,Industry,69147,47,21,Mining,Commodity,47,2006
4366,F010,Personal consumption expenditures,Industry,544,47,21,Mining,Commodity,47,2006
4367,F040,Exports of goods and services,Industry,12482,47,21,Mining,Commodity,47,2006
4368,42,Wholesale trade,Industry,86,47,21,Mining,Commodity,47,2006
4369,48TW,Transportation and warehousing,Industry,4942,47,21,Mining,Commodity,47,2006
4370,TOTII,Total Intermediate,Industry,550691,47,21,Mining,Commodity,47,2006
4371,TOTFU,Total Final Uses (GDP),Industry,-146066,47,21,Mining,Commodity,47,2006
4372,TOTCOMOUT,Total Commodity Output,Industry,404625,47,21,Mining,Commodity,47,2006
4373,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,5357,47,21,Mining,Commodity,47,2006
4374,44RT,Retail trade,Industry,112,47,21,Mining,Commodity,47,2006
4375,F050,Imports of goods and services,Industry,-260814,47,21,Mining,Commodity,47,2006
4376,31G,Manufacturing,Industry,380158,47,21,Mining,Commodity,47,2006
4377,F030,Change in private inventories,Industry,4390,47,21,Mining,Commodity,47,2006
4378,F020,Private fixed investment,Industry,97332,47,21,Mining,Commodity,47,2006
4379,6,"Educational services, health care, and social assistance",Industry,426,47,21,Mining,Commodity,47,2006
4380,51,Information,Industry,362,47,21,Mining,Commodity,47,2006
4381,G,Government,Industry,18338,47,21,Mining,Commodity,47,2006
4382,11,"Agriculture, forestry, fishing, and hunting",Industry,1458,47,21,Mining,Commodity,47,2006
4383,22,Utilities,Industry,3546,47,22,Utilities,Commodity,47,2006
4384,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,12405,47,22,Utilities,Commodity,47,2006
4385,81,"Other services, except government",Industry,3177,47,22,Utilities,Commodity,47,2006
4386,PROF,Professional and business services,Industry,7674,47,22,Utilities,Commodity,47,2006
4387,21,Mining,Industry,5291,47,22,Utilities,Commodity,47,2006
4388,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,92007,47,22,Utilities,Commodity,47,2006
4389,48TW,Transportation and warehousing,Industry,4816,47,22,Utilities,Commodity,47,2006
4390,31G,Manufacturing,Industry,67598,47,22,Utilities,Commodity,47,2006
4391,42,Wholesale trade,Industry,4754,47,22,Utilities,Commodity,47,2006
4392,F040,Exports of goods and services,Industry,2423,47,22,Utilities,Commodity,47,2006
4393,23,Construction,Industry,3323,47,22,Utilities,Commodity,47,2006
4394,F010,Personal consumption expenditures,Industry,229632,47,22,Utilities,Commodity,47,2006
4395,F050,Imports of goods and services,Industry,-2472,47,22,Utilities,Commodity,47,2006
4396,44RT,Retail trade,Industry,11159,47,22,Utilities,Commodity,47,2006
4397,6,"Educational services, health care, and social assistance",Industry,17783,47,22,Utilities,Commodity,47,2006
4398,11,"Agriculture, forestry, fishing, and hunting",Industry,4848,47,22,Utilities,Commodity,47,2006
4399,G,Government,Industry,26940,47,22,Utilities,Commodity,47,2006
4400,51,Information,Industry,3495,47,22,Utilities,Commodity,47,2006
4401,TOTCOMOUT,Total Commodity Output,Industry,498400,47,22,Utilities,Commodity,47,2006
4402,TOTFU,Total Final Uses (GDP),Industry,229584,47,22,Utilities,Commodity,47,2006
4403,TOTII,Total Intermediate,Industry,268816,47,22,Utilities,Commodity,47,2006
4404,22,Utilities,Industry,4829,47,23,Construction,Commodity,47,2006
4405,21,Mining,Industry,6476,47,23,Construction,Commodity,47,2006
4406,23,Construction,Industry,189,47,23,Construction,Commodity,47,2006
4407,81,"Other services, except government",Industry,2029,47,23,Construction,Commodity,47,2006
4408,F040,Exports of goods and services,Industry,93,47,23,Construction,Commodity,47,2006
4409,42,Wholesale trade,Industry,975,47,23,Construction,Commodity,47,2006
4410,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,114373,47,23,Construction,Commodity,47,2006
4411,51,Information,Industry,2774,47,23,Construction,Commodity,47,2006
4412,TOTII,Total Intermediate,Industry,207681,47,23,Construction,Commodity,47,2006
4413,TOTFU,Total Final Uses (GDP),Industry,1226841,47,23,Construction,Commodity,47,2006
4414,TOTCOMOUT,Total Commodity Output,Industry,1434521,47,23,Construction,Commodity,47,2006
4415,48TW,Transportation and warehousing,Industry,4180,47,23,Construction,Commodity,47,2006
4416,F100,Government consumption expenditures and gross investment,Industry,264467,47,23,Construction,Commodity,47,2006
4417,31G,Manufacturing,Industry,9456,47,23,Construction,Commodity,47,2006
4418,F020,Private fixed investment,Industry,962280,47,23,Construction,Commodity,47,2006
4419,44RT,Retail trade,Industry,2147,47,23,Construction,Commodity,47,2006
4420,G,Government,Industry,53064,47,23,Construction,Commodity,47,2006
4421,6,"Educational services, health care, and social assistance",Industry,1385,47,23,Construction,Commodity,47,2006
4422,PROF,Professional and business services,Industry,1703,47,23,Construction,Commodity,47,2006
4423,11,"Agriculture, forestry, fishing, and hunting",Industry,1962,47,23,Construction,Commodity,47,2006
4424,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,2137,47,23,Construction,Commodity,47,2006
4425,22,Utilities,Industry,21116,47,31G,Manufacturing,Commodity,47,2006
4426,23,Construction,Industry,376055,47,31G,Manufacturing,Commodity,47,2006
4427,81,"Other services, except government",Industry,49702,47,31G,Manufacturing,Commodity,47,2006
4428,PROF,Professional and business services,Industry,107577,47,31G,Manufacturing,Commodity,47,2006
4429,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,115854,47,31G,Manufacturing,Commodity,47,2006
4430,21,Mining,Industry,38873,47,31G,Manufacturing,Commodity,47,2006
4431,F010,Personal consumption expenditures,Industry,1571653,47,31G,Manufacturing,Commodity,47,2006
4432,48TW,Transportation and warehousing,Industry,123680,47,31G,Manufacturing,Commodity,47,2006
4433,TOTCOMOUT,Total Commodity Output,Industry,4888468,47,31G,Manufacturing,Commodity,47,2006
4434,TOTFU,Total Final Uses (GDP),Industry,1640686,47,31G,Manufacturing,Commodity,47,2006
4435,TOTII,Total Intermediate,Industry,3247782,47,31G,Manufacturing,Commodity,47,2006
4436,51,Information,Industry,67446,47,31G,Manufacturing,Commodity,47,2006
4437,42,Wholesale trade,Industry,36506,47,31G,Manufacturing,Commodity,47,2006
4438,F040,Exports of goods and services,Industry,717484,47,31G,Manufacturing,Commodity,47,2006
4439,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,48082,47,31G,Manufacturing,Commodity,47,2006
4440,44RT,Retail trade,Industry,34277,47,31G,Manufacturing,Commodity,47,2006
4441,F030,Change in private inventories,Industry,51842,47,31G,Manufacturing,Commodity,47,2006
4442,F020,Private fixed investment,Industry,715651,47,31G,Manufacturing,Commodity,47,2006
4443,31G,Manufacturing,Industry,1742085,47,31G,Manufacturing,Commodity,47,2006
4444,F100,Government consumption expenditures and gross investment,Industry,107779,47,31G,Manufacturing,Commodity,47,2006
4445,F050,Imports of goods and services,Industry,-1523723,47,31G,Manufacturing,Commodity,47,2006
4446,11,"Agriculture, forestry, fishing, and hunting",Industry,55762,47,31G,Manufacturing,Commodity,47,2006
4447,G,Government,Industry,284701,47,31G,Manufacturing,Commodity,47,2006
4448,6,"Educational services, health care, and social assistance",Industry,146066,47,31G,Manufacturing,Commodity,47,2006
4449,21,Mining,Industry,6687,47,42,Wholesale trade,Commodity,47,2006
4450,11,"Agriculture, forestry, fishing, and hunting",Industry,17808,47,42,Wholesale trade,Commodity,47,2006
4451,PROF,Professional and business services,Industry,15899,47,42,Wholesale trade,Commodity,47,2006
4452,81,"Other services, except government",Industry,7429,47,42,Wholesale trade,Commodity,47,2006
4453,22,Utilities,Industry,4637,47,42,Wholesale trade,Commodity,47,2006
4454,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,19087,47,42,Wholesale trade,Commodity,47,2006
4455,F030,Change in private inventories,Industry,7576,47,42,Wholesale trade,Commodity,47,2006
4456,F040,Exports of goods and services,Industry,107656,47,42,Wholesale trade,Commodity,47,2006
4457,31G,Manufacturing,Industry,247735,47,42,Wholesale trade,Commodity,47,2006
4458,42,Wholesale trade,Industry,27495,47,42,Wholesale trade,Commodity,47,2006
4459,48TW,Transportation and warehousing,Industry,23336,47,42,Wholesale trade,Commodity,47,2006
4460,F050,Imports of goods and services,Industry,26667,47,42,Wholesale trade,Commodity,47,2006
4461,44RT,Retail trade,Industry,14754,47,42,Wholesale trade,Commodity,47,2006
4462,F100,Government consumption expenditures and gross investment,Industry,14928,47,42,Wholesale trade,Commodity,47,2006
4463,23,Construction,Industry,56551,47,42,Wholesale trade,Commodity,47,2006
4464,F010,Personal consumption expenditures,Industry,355545,47,42,Wholesale trade,Commodity,47,2006
4465,F020,Private fixed investment,Industry,130968,47,42,Wholesale trade,Commodity,47,2006
4466,51,Information,Industry,11969,47,42,Wholesale trade,Commodity,47,2006
4467,TOTCOMOUT,Total Commodity Output,Industry,1175585,47,42,Wholesale trade,Commodity,47,2006
4468,TOTFU,Total Final Uses (GDP),Industry,643340,47,42,Wholesale trade,Commodity,47,2006
4469,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,12867,47,42,Wholesale trade,Commodity,47,2006
4470,G,Government,Industry,34879,47,42,Wholesale trade,Commodity,47,2006
4471,TOTII,Total Intermediate,Industry,532244,47,42,Wholesale trade,Commodity,47,2006
4472,6,"Educational services, health care, and social assistance",Industry,31111,47,42,Wholesale trade,Commodity,47,2006
4473,22,Utilities,Industry,554,47,44RT,Retail trade,Commodity,47,2006
4474,81,"Other services, except government",Industry,5115,47,44RT,Retail trade,Commodity,47,2006
4475,PROF,Professional and business services,Industry,1627,47,44RT,Retail trade,Commodity,47,2006
4476,21,Mining,Industry,221,47,44RT,Retail trade,Commodity,47,2006
4477,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,6087,47,44RT,Retail trade,Commodity,47,2006
4478,23,Construction,Industry,83266,47,44RT,Retail trade,Commodity,47,2006
4479,48TW,Transportation and warehousing,Industry,4083,47,44RT,Retail trade,Commodity,47,2006
4480,42,Wholesale trade,Industry,385,47,44RT,Retail trade,Commodity,47,2006
4481,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,5135,47,44RT,Retail trade,Commodity,47,2006
4482,F020,Private fixed investment,Industry,41093,47,44RT,Retail trade,Commodity,47,2006
4483,F010,Personal consumption expenditures,Industry,1015384,47,44RT,Retail trade,Commodity,47,2006
4484,31G,Manufacturing,Industry,12907,47,44RT,Retail trade,Commodity,47,2006
4485,44RT,Retail trade,Industry,3222,47,44RT,Retail trade,Commodity,47,2006
4486,G,Government,Industry,236,47,44RT,Retail trade,Commodity,47,2006
4487,11,"Agriculture, forestry, fishing, and hunting",Industry,183,47,44RT,Retail trade,Commodity,47,2006
4488,6,"Educational services, health care, and social assistance",Industry,835,47,44RT,Retail trade,Commodity,47,2006
4489,TOTII,Total Intermediate,Industry,124161,47,44RT,Retail trade,Commodity,47,2006
4490,TOTFU,Total Final Uses (GDP),Industry,1056477,47,44RT,Retail trade,Commodity,47,2006
4491,TOTCOMOUT,Total Commodity Output,Industry,1180638,47,44RT,Retail trade,Commodity,47,2006
4492,51,Information,Industry,304,47,44RT,Retail trade,Commodity,47,2006
4493,21,Mining,Industry,9073,47,48TW,Transportation and warehousing,Commodity,47,2006
4494,PROF,Professional and business services,Industry,36608,47,48TW,Transportation and warehousing,Commodity,47,2006
4495,81,"Other services, except government",Industry,4936,47,48TW,Transportation and warehousing,Commodity,47,2006
4496,22,Utilities,Industry,18446,47,48TW,Transportation and warehousing,Commodity,47,2006
4497,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,11320,47,48TW,Transportation and warehousing,Commodity,47,2006
4498,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,25348,47,48TW,Transportation and warehousing,Commodity,47,2006
4499,42,Wholesale trade,Industry,44682,47,48TW,Transportation and warehousing,Commodity,47,2006
4500,31G,Manufacturing,Industry,121437,47,48TW,Transportation and warehousing,Commodity,47,2006
4501,F040,Exports of goods and services,Industry,81360,47,48TW,Transportation and warehousing,Commodity,47,2006
4502,F030,Change in private inventories,Industry,2711,47,48TW,Transportation and warehousing,Commodity,47,2006
4503,48TW,Transportation and warehousing,Industry,84573,47,48TW,Transportation and warehousing,Commodity,47,2006
4504,44RT,Retail trade,Industry,46429,47,48TW,Transportation and warehousing,Commodity,47,2006
4505,F050,Imports of goods and services,Industry,-9453,47,48TW,Transportation and warehousing,Commodity,47,2006
4506,F100,Government consumption expenditures and gross investment,Industry,2643,47,48TW,Transportation and warehousing,Commodity,47,2006
4507,F010,Personal consumption expenditures,Industry,215354,47,48TW,Transportation and warehousing,Commodity,47,2006
4508,23,Construction,Industry,23452,47,48TW,Transportation and warehousing,Commodity,47,2006
4509,F020,Private fixed investment,Industry,26774,47,48TW,Transportation and warehousing,Commodity,47,2006
4510,51,Information,Industry,18513,47,48TW,Transportation and warehousing,Commodity,47,2006
4511,TOTCOMOUT,Total Commodity Output,Industry,838345,47,48TW,Transportation and warehousing,Commodity,47,2006
4512,TOTII,Total Intermediate,Industry,518958,47,48TW,Transportation and warehousing,Commodity,47,2006
4513,TOTFU,Total Final Uses (GDP),Industry,319387,47,48TW,Transportation and warehousing,Commodity,47,2006
4514,11,"Agriculture, forestry, fishing, and hunting",Industry,9645,47,48TW,Transportation and warehousing,Commodity,47,2006
4515,6,"Educational services, health care, and social assistance",Industry,16185,47,48TW,Transportation and warehousing,Commodity,47,2006
4516,G,Government,Industry,48311,47,48TW,Transportation and warehousing,Commodity,47,2006
4517,22,Utilities,Industry,1837,47,51,Information,Commodity,47,2006
4518,23,Construction,Industry,5208,47,51,Information,Commodity,47,2006
4519,81,"Other services, except government",Industry,7141,47,51,Information,Commodity,47,2006
4520,21,Mining,Industry,952,47,51,Information,Commodity,47,2006
4521,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,7565,47,51,Information,Commodity,47,2006
4522,PROF,Professional and business services,Industry,51847,47,51,Information,Commodity,47,2006
4523,F010,Personal consumption expenditures,Industry,348216,47,51,Information,Commodity,47,2006
4524,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,58440,47,51,Information,Commodity,47,2006
4525,51,Information,Industry,165510,47,51,Information,Commodity,47,2006
4526,TOTII,Total Intermediate,Industry,442148,47,51,Information,Commodity,47,2006
4527,TOTCOMOUT,Total Commodity Output,Industry,968123,47,51,Information,Commodity,47,2006
4528,TOTFU,Total Final Uses (GDP),Industry,525975,47,51,Information,Commodity,47,2006
4529,48TW,Transportation and warehousing,Industry,5144,47,51,Information,Commodity,47,2006
4530,F040,Exports of goods and services,Industry,55442,47,51,Information,Commodity,47,2006
4531,F050,Imports of goods and services,Industry,-10225,47,51,Information,Commodity,47,2006
4532,42,Wholesale trade,Industry,11427,47,51,Information,Commodity,47,2006
4533,F020,Private fixed investment,Industry,122747,47,51,Information,Commodity,47,2006
4534,F030,Change in private inventories,Industry,909,47,51,Information,Commodity,47,2006
4535,44RT,Retail trade,Industry,12425,47,51,Information,Commodity,47,2006
4536,31G,Manufacturing,Industry,21370,47,51,Information,Commodity,47,2006
4537,F100,Government consumption expenditures and gross investment,Industry,8886,47,51,Information,Commodity,47,2006
4538,G,Government,Industry,72846,47,51,Information,Commodity,47,2006
4539,11,"Agriculture, forestry, fishing, and hunting",Industry,273,47,51,Information,Commodity,47,2006
4540,6,"Educational services, health care, and social assistance",Industry,20163,47,51,Information,Commodity,47,2006
4541,F010,Personal consumption expenditures,Industry,1798143,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4542,21,Mining,Industry,0,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4543,22,Utilities,Industry,191,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4544,23,Construction,Industry,31,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4545,81,"Other services, except government",Industry,1400,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4546,42,Wholesale trade,Industry,479,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4547,F050,Imports of goods and services,Industry,-3191,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4548,F040,Exports of goods and services,Industry,2476,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4549,TOTCOMOUT,Total Commodity Output,Industry,1840675,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4550,TOTII,Total Intermediate,Industry,43247,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4551,TOTFU,Total Final Uses (GDP),Industry,1797428,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4552,51,Information,Industry,199,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4553,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,49,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4554,48TW,Transportation and warehousing,Industry,57,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4555,31G,Manufacturing,Industry,57,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4556,44RT,Retail trade,Industry,2533,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4557,6,"Educational services, health care, and social assistance",Industry,21499,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4558,11,"Agriculture, forestry, fishing, and hunting",Industry,212,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4559,G,Government,Industry,15019,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4560,PROF,Professional and business services,Industry,469,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4561,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,1052,47,6,"Educational services, health care, and social assistance",Commodity,47,2006
4562,81,"Other services, except government",Industry,2893,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4563,23,Construction,Industry,2692,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4564,22,Utilities,Industry,3589,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4565,21,Mining,Industry,668,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4566,F010,Personal consumption expenditures,Industry,748175,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4567,51,Information,Industry,25548,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4568,TOTCOMOUT,Total Commodity Output,Industry,972498,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4569,F040,Exports of goods and services,Industry,3723,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4570,TOTII,Total Intermediate,Industry,216900,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4571,TOTFU,Total Final Uses (GDP),Industry,755598,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4572,F050,Imports of goods and services,Industry,-186,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4573,42,Wholesale trade,Industry,4867,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4574,44RT,Retail trade,Industry,3720,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4575,F020,Private fixed investment,Industry,3887,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4576,31G,Manufacturing,Industry,14726,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4577,48TW,Transportation and warehousing,Industry,3866,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4578,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,46193,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4579,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,21446,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4580,11,"Agriculture, forestry, fishing, and hunting",Industry,230,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4581,PROF,Professional and business services,Industry,44994,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4582,6,"Educational services, health care, and social assistance",Industry,16557,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4583,G,Government,Industry,24910,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2006
4584,F010,Personal consumption expenditures,Industry,473413,47,81,"Other services, except government",Commodity,47,2006
4585,PROF,Professional and business services,Industry,25625,47,81,"Other services, except government",Commodity,47,2006
4586,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,9594,47,81,"Other services, except government",Commodity,47,2006
4587,21,Mining,Industry,527,47,81,"Other services, except government",Commodity,47,2006
4588,23,Construction,Industry,6836,47,81,"Other services, except government",Commodity,47,2006
4589,81,"Other services, except government",Industry,9349,47,81,"Other services, except government",Commodity,47,2006
4590,22,Utilities,Industry,1191,47,81,"Other services, except government",Commodity,47,2006
4591,42,Wholesale trade,Industry,12954,47,81,"Other services, except government",Commodity,47,2006
4592,F040,Exports of goods and services,Industry,232,47,81,"Other services, except government",Commodity,47,2006
4593,48TW,Transportation and warehousing,Industry,3825,47,81,"Other services, except government",Commodity,47,2006
4594,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,32299,47,81,"Other services, except government",Commodity,47,2006
4595,44RT,Retail trade,Industry,9380,47,81,"Other services, except government",Commodity,47,2006
4596,F050,Imports of goods and services,Industry,-2392,47,81,"Other services, except government",Commodity,47,2006
4597,31G,Manufacturing,Industry,17128,47,81,"Other services, except government",Commodity,47,2006
4598,TOTCOMOUT,Total Commodity Output,Industry,651928,47,81,"Other services, except government",Commodity,47,2006
4599,TOTII,Total Intermediate,Industry,180675,47,81,"Other services, except government",Commodity,47,2006
4600,TOTFU,Total Final Uses (GDP),Industry,471253,47,81,"Other services, except government",Commodity,47,2006
4601,51,Information,Industry,7486,47,81,"Other services, except government",Commodity,47,2006
4602,G,Government,Industry,24204,47,81,"Other services, except government",Commodity,47,2006
4603,11,"Agriculture, forestry, fishing, and hunting",Industry,748,47,81,"Other services, except government",Commodity,47,2006
4604,6,"Educational services, health care, and social assistance",Industry,19530,47,81,"Other services, except government",Commodity,47,2006
4605,81,"Other services, except government",Industry,87439,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2006
4606,23,Construction,Industry,34960,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2006
4607,22,Utilities,Industry,22018,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2006
4608,21,Mining,Industry,18543,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2006
4609,F010,Personal consumption expenditures,Industry,2213763,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2006
4610,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,880329,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2006
4611,51,Information,Industry,68343,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2006
4612,TOTFU,Total Final Uses (GDP),Industry,2424647,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2006
4613,TOTCOMOUT,Total Commodity Output,Industry,4559505,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2006
4614,TOTII,Total Intermediate,Industry,2134858,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2006
4615,F040,Exports of goods and services,Industry,110063,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2006
4616,F050,Imports of goods and services,Industry,-38814,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2006
4617,42,Wholesale trade,Industry,86669,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2006
4618,31G,Manufacturing,Industry,86603,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2006
